epoch,train_loss,val_loss
1,0.215680,0.243461,1.00e-04,2025-03-18 22:57:22
2,0.204321,0.238414,1.00e-04,2025-03-18 22:57:57
3,0.195735,0.213769,1.00e-04,2025-03-18 22:58:32
4,0.177054,0.231837,1.00e-04,2025-03-18 22:59:12
5,0.175996,0.150592,1.00e-04,2025-03-18 22:59:51
6,0.141784,0.102434,1.00e-04,2025-03-18 23:00:30
7,0.144622,0.138758,1.00e-04,2025-03-18 23:01:10
8,0.106743,0.146419,1.00e-04,2025-03-18 23:01:49
9,0.092172,0.097773,1.00e-04,2025-03-18 23:02:29
10,0.093641,0.096947,1.00e-04,2025-03-18 23:03:09
11,0.075359,0.081898,1.00e-04,2025-03-18 23:03:48
12,0.066463,0.090471,1.00e-04,2025-03-18 23:04:27
13,0.068297,0.093094,1.00e-04,2025-03-18 23:05:07
14,0.065774,0.093369,1.00e-04,2025-03-18 23:05:46
15,0.059374,0.109359,1.00e-04,2025-03-18 23:06:25
16,0.051377,0.106991,1.00e-04,2025-03-18 23:07:04
17,0.049690,0.096324,1.00e-04,2025-03-18 23:07:43
18,0.049506,0.074964,1.00e-04,2025-03-18 23:08:23
19,0.050627,0.085170,1.00e-04,2025-03-18 23:09:02
20,0.050109,0.078850,1.00e-04,2025-03-18 23:09:41
21,0.049815,0.122041,1.00e-04,2025-03-18 23:10:20
22,0.045944,0.087765,1.00e-04,2025-03-18 23:10:59
23,0.045759,0.081896,1.00e-04,2025-03-18 23:11:38
24,0.040123,0.067683,1.00e-04,2025-03-18 23:12:17
25,0.039341,0.090688,1.00e-04,2025-03-18 23:12:56
26,0.041692,0.075606,1.00e-04,2025-03-18 23:13:35
27,0.038813,0.112568,1.00e-04,2025-03-18 23:14:15
28,0.039855,0.108184,1.00e-04,2025-03-18 23:14:53
29,0.037987,0.100557,1.00e-04,2025-03-18 23:15:32
30,0.036853,0.117418,1.00e-04,2025-03-18 23:16:11
31,0.039896,0.081331,1.00e-04,2025-03-18 23:16:50
32,0.038692,0.081434,1.00e-04,2025-03-18 23:17:29
33,0.037885,0.077252,1.00e-04,2025-03-18 23:18:09
34,0.036177,0.080906,1.00e-04,2025-03-18 23:18:48
35,0.038842,0.110809,5.00e-05,2025-03-18 23:19:27
36,0.034429,0.108960,5.00e-05,2025-03-18 23:20:06
37,0.032142,0.094674,5.00e-05,2025-03-18 23:20:45
38,0.031320,0.078524,5.00e-05,2025-03-18 23:21:24
39,0.032052,0.090378,5.00e-05,2025-03-18 23:22:03
40,0.031637,0.094604,5.00e-05,2025-03-18 23:22:42
41,0.030776,0.134230,5.00e-05,2025-03-18 23:23:21
42,0.030547,0.082906,5.00e-05,2025-03-18 23:24:02
43,0.030783,0.062805,5.00e-05,2025-03-18 23:24:41
44,0.030007,0.069091,5.00e-05,2025-03-18 23:25:20
45,0.030389,0.067337,5.00e-05,2025-03-18 23:25:59
46,0.029712,0.075281,5.00e-05,2025-03-18 23:26:38
47,0.034322,0.087639,5.00e-05,2025-03-18 23:27:18
48,0.031993,0.095697,5.00e-05,2025-03-18 23:27:57
49,0.029561,0.072820,5.00e-05,2025-03-18 23:28:36
50,0.030255,0.059667,5.00e-05,2025-03-18 23:29:15
51,0.030887,0.090226,5.00e-05,2025-03-18 23:29:54
52,0.032012,0.112181,5.00e-05,2025-03-18 23:30:33
53,0.029809,0.088923,5.00e-05,2025-03-18 23:31:12
54,0.028357,0.076216,5.00e-05,2025-03-18 23:31:51
55,0.030358,0.068592,5.00e-05,2025-03-18 23:32:30
56,0.028366,0.115740,5.00e-05,2025-03-18 23:33:09
57,0.028303,0.124481,5.00e-05,2025-03-18 23:33:48
58,0.029420,0.080217,5.00e-05,2025-03-18 23:34:27
59,0.029084,0.088208,5.00e-05,2025-03-18 23:35:06
60,0.027994,0.084963,5.00e-05,2025-03-18 23:35:45
61,0.028192,0.125769,2.50e-05,2025-03-18 23:36:24
62,0.026874,0.138139,2.50e-05,2025-03-18 23:37:03
