epoch,train_loss,val_loss
1,0.155585,0.123933,1.00e-04,2025-03-20 17:31:56
2,0.106404,0.064791,1.00e-04,2025-03-20 17:36:33
3,0.094215,0.188483,1.00e-04,2025-03-20 17:41:11
4,0.098272,0.068730,1.00e-04,2025-03-20 17:45:48
5,0.093809,0.137020,1.00e-04,2025-03-20 17:50:27
6,0.088483,0.149054,1.00e-04,2025-03-20 17:55:04
7,0.084260,0.105507,1.00e-04,2025-03-20 17:59:42
8,0.079516,0.059488,1.00e-04,2025-03-20 18:04:19
9,0.073017,0.064836,1.00e-04,2025-03-20 18:08:57
10,0.067126,0.058838,1.00e-04,2025-03-20 18:13:35
11,0.063164,0.165277,1.00e-04,2025-03-20 18:18:13
12,0.069112,0.145863,1.00e-04,2025-03-20 18:22:51
13,0.061457,0.118564,1.00e-04,2025-03-20 18:27:30
14,0.061629,0.130608,1.00e-04,2025-03-20 18:32:09
15,0.056267,0.102747,1.00e-04,2025-03-20 18:36:47
16,0.052186,0.052027,1.00e-04,2025-03-20 18:41:26
17,0.050535,0.012927,1.00e-04,2025-03-20 18:46:04
18,0.049942,0.179291,1.00e-04,2025-03-20 18:50:42
19,0.048021,0.055056,1.00e-04,2025-03-20 18:55:21
20,0.045445,0.069503,1.00e-04,2025-03-20 18:59:59
21,0.044753,0.178490,1.00e-04,2025-03-20 19:04:37
22,0.044147,0.037364,1.00e-04,2025-03-20 19:09:15
23,0.044252,0.179516,1.00e-04,2025-03-20 19:13:52
24,0.043000,0.193926,1.00e-04,2025-03-20 19:18:30
25,0.042384,0.021540,1.00e-04,2025-03-20 19:23:06
26,0.043299,0.072293,1.00e-04,2025-03-20 19:27:34
27,0.041066,0.063654,1.00e-04,2025-03-20 19:32:01
28,0.042113,0.017413,5.00e-05,2025-03-20 19:36:30
29,0.038463,0.196868,5.00e-05,2025-03-20 19:42:06
30,0.038083,0.041081,5.00e-05,2025-03-20 19:48:18
31,0.037737,0.124191,5.00e-05,2025-03-20 19:53:59
32,0.037391,0.074306,5.00e-05,2025-03-20 19:59:30
33,0.037451,0.119388,5.00e-05,2025-03-20 20:04:59
34,0.036811,0.031912,5.00e-05,2025-03-20 20:10:42
35,0.036735,0.023855,5.00e-05,2025-03-20 20:16:30
36,0.036782,0.132149,5.00e-05,2025-03-20 20:21:39
37,0.036373,0.038730,5.00e-05,2025-03-20 20:26:58
