epoch,train_loss,val_loss
1,0.020799,0.007289,1.00e-04,2025-03-18 21:48:38
2,0.001474,0.000823,1.00e-04,2025-03-18 21:49:12
3,0.001685,0.000879,1.00e-04,2025-03-18 21:49:50
4,0.000586,0.000303,1.00e-04,2025-03-18 21:50:28
5,0.000328,0.000182,1.00e-04,2025-03-18 21:51:05
6,0.000230,0.000146,1.00e-04,2025-03-18 21:51:43
7,0.000207,0.000129,1.00e-04,2025-03-18 21:52:20
8,0.000144,0.000236,1.00e-04,2025-03-18 21:52:58
9,0.000117,0.000167,1.00e-04,2025-03-18 21:53:35
10,0.000102,0.000056,1.00e-04,2025-03-18 21:54:13
11,0.000086,0.000051,1.00e-04,2025-03-18 21:54:48
12,0.000074,0.000058,1.00e-04,2025-03-18 21:55:22
13,0.000063,0.000055,1.00e-04,2025-03-18 21:55:56
14,0.000057,0.000039,1.00e-04,2025-03-18 21:56:32
15,0.000056,0.000071,1.00e-04,2025-03-18 21:57:07
16,0.000050,0.000097,1.00e-04,2025-03-18 21:57:41
17,0.000047,0.000053,1.00e-04,2025-03-18 21:58:15
18,0.000041,0.000029,1.00e-04,2025-03-18 21:58:49
19,0.000039,0.000024,1.00e-04,2025-03-18 21:59:23
20,0.000037,0.000079,1.00e-04,2025-03-18 21:59:58
21,0.000040,0.000068,1.00e-04,2025-03-18 22:00:32
22,0.000035,0.000025,1.00e-04,2025-03-18 22:01:06
23,0.000035,0.000026,1.00e-04,2025-03-18 22:01:40
24,0.000031,0.000036,1.00e-04,2025-03-18 22:02:14
25,0.000031,0.000050,1.00e-04,2025-03-18 22:02:48
26,0.000025,0.000031,1.00e-04,2025-03-18 22:03:22
27,0.000025,0.000077,1.00e-04,2025-03-18 22:03:56
28,0.000030,0.000109,1.00e-04,2025-03-18 22:04:31
29,0.000035,0.000034,1.00e-04,2025-03-18 22:05:05
30,0.000024,0.000025,5.00e-05,2025-03-18 22:05:39
31,0.000021,0.000023,5.00e-05,2025-03-18 22:06:13
32,0.000020,0.000045,5.00e-05,2025-03-18 22:06:47
33,0.000020,0.000039,5.00e-05,2025-03-18 22:07:21
34,0.000019,0.000012,5.00e-05,2025-03-18 22:07:56
